"","National.Provider.Indentification","Plan.Name","Standardized.Add.1","Standardized.City","Standardized.State","Standardized.County.Name","Standardized.ZIP","License.Number","Medicaid.Provider.Identification.No","Provider.Primary.Specialty","Phone.Number"
"27732",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","80 STATE HIGHWAY 310","CANTON","NY","St. Lawrence",13617,NA,99999999,"PRIVATE PSYCH & ASA INPATIENT",3862189
"27733",8888888888,"Excellus Health Plan, Inc.","80 STATE HIGHWAY 310","CANTON","NY","St. Lawrence",13617,NA,99999999,"PRIVATE PSYCH & ASA INPATIENT",3862189
"27736",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","80 WILLIAM DONNELLY INDUS PKWY","WAVERLY","NY","Tioga",14892,NA,618162,"PRIVATE PSYCH & ASA INPATIENT",5652800
"27738",8888888888,"Excellus Health Plan, Inc.","80 WILLIAM DONNELLY INDUS PKWY","WAVERLY","NY","Tioga",14892,NA,618162,"PRIVATE PSYCH & ASA INPATIENT",5652800
"27740",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","800 CARTER ST","ROCHESTER","NY","Monroe",14621,"2701218R",355266,"URGENT CARE",3381200
"27741",8888888888,"Excellus Health Plan, Inc.","800 CARTER ST","ROCHESTER","NY","Monroe",14621,"2701218R",355266,"URGENT CARE",3381200
"27744",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","800 W MILLER ST","NEWARK","NY","Wayne",14513,"02705600",487141,"PHYSICAL THERAPY",3317990
"27745",8888888888,"Excellus Health Plan, Inc.","800 W MILLER ST","NEWARK","NY","Wayne",14513,"02705600",487141,"PHYSICAL THERAPY",3317990
"27748",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","800 W MILLER ST","NEWARK","NY","Wayne",14513,"0811L001",1470511,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",3317990
"27750",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","8003 BREWERTON RD","CICERO","NY","Onondaga",13039,NA,99999999,"URGENT CARE",2884006
"27751",8888888888,"Excellus Health Plan, Inc.","8003 BREWERTON RD","CICERO","NY","Onondaga",13039,NA,99999999,"URGENT CARE",2884006
"27754",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","8005 MAIN ST","BUFFALO","NY","Erie",14221,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",6349129
"27756",8888888888,"Excellus Health Plan, Inc.","81 BRIGGS ST","JOHNSTOWN","NY","Fulton",12095,"0313L001",99999999,"HOME CARE - HOME HEALTH AIDE",7622410
"27758",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","81 LAKE AVE","ROCHESTER","NY","Monroe",14608,"2754001H",99999999,"GENERAL HOSPITAL (ARTICLE 28)",3686900
"27759",8888888888,"Excellus Health Plan, Inc.","81 LAKE AVE","ROCHESTER","NY","Monroe",14608,"2754001H",99999999,"GENERAL HOSPITAL (ARTICLE 28)",3686900
"27762",8888888888,"Excellus Health Plan, Inc.","81 PARK ST","ELIZABETHTOWN","NY","Essex",12932,"1552300N",319851,"INSTITUTIONAL LTC",8733570
"27764",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","81 PARK ST","ELIZABETHTOWN","NY","Essex",12932,"1552300N",319851,"INSTITUTIONAL LTC",8733570
"27766",8888888888,"Excellus Health Plan, Inc.","8100 OSWEGO RD","LIVERPOOL","NY","Onondaga",13090,"33DO1664",1153415,"LABORATORY",5790200
"27768",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","8100 OSWEGO RD","LIVERPOOL","NY","Onondaga",13090,"33DO1664",1153415,"LABORATORY",5790200
"27770",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","811 RIDGE RD","WEBSTER","NY","Monroe",14580,NA,99999999,"URGENT CARE",6714660
"27771",8888888888,"Excellus Health Plan, Inc.","811 RIDGE RD","WEBSTER","NY","Monroe",14580,NA,99999999,"URGENT CARE",6714660
"27774",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","813 FAY RD","SYRACUSE","NY","Onondaga",13219,"3301208R",99999999,"INSTITUTIONAL LTC",4882831
"27775",8888888888,"Excellus Health Plan, Inc.","813 FAY RD","SYRACUSE","NY","Onondaga",13219,"3301208R",99999999,"INSTITUTIONAL LTC",4882831
"27778",8888888888,"Excellus Health Plan, Inc.","813 FAY RD","SYRACUSE","NY","Onondaga",13219,NA,99999999,"ADULT DAY HEALTH CARE",4882951
"27780",8888888888,"Excellus Health Plan, Inc.","817 E GENESEE ST","SYRACUSE","NY","Onondaga",13210,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4755181
"27782",8888888888,"Excellus Health Plan, Inc.","817 E MAIN ST","ROCHESTER","NY","Monroe",14605,"2701005H",279034,"PRIVATE PSYCH & ASA INPATIENT",2752100
"27783",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","817 E MAIN ST","ROCHESTER","NY","Monroe",14605,"2701005H",279034,"PRIVATE PSYCH & ASA INPATIENT",2752100
"27786",8888888888,"Excellus Health Plan, Inc.","817 E MAIN ST","ROCHESTER","NY","Monroe",14605,NA,99999999,"FAMILY SUPPORT AND TRAINING",2568900
"27788",8888888888,"Excellus Health Plan, Inc.","8181 SENECA TPKE","CLINTON","NY","Oneida",13323,NA,99999999,"DURABLE MEDICAL EQUIPMENT",6706127
"27790",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","8181 SENECA TPKE","CLINTON","NY","Oneida",13323,NA,99999999,"DURABLE MEDICAL EQUIPMENT",6706127
"27792",8888888888,"MVP Health Plan, Inc.","819 S SALINA ST","SYRACUSE","NY","Onondaga",13202,"00000000",0,NA,4767921
"27793",8888888888,"Excellus Health Plan, Inc.","819 S SALINA ST","SYRACUSE","NY","Onondaga",13202,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",3960325
"27794",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","819 S SALINA ST","SYRACUSE","NY","Onondaga",13202,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",3960325
"27797",8888888888,"Excellus Health Plan, Inc.","8195 SENECA TPKE","CLINTON","NY","Oneida",13323,NA,99999999,"DURABLE MEDICAL EQUIPMENT",5702927
"27799",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","8195 SENECA TPKE","CLINTON","NY","Oneida",13323,NA,99999999,"DURABLE MEDICAL EQUIPMENT",5702927
"27801",8888888888,"Excellus Health Plan, Inc.","82 HOLLAND ST","ROCHESTER","NY","Monroe",14605,NA,99999999,"URGENT CARE",4235800
"27803",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","82 HOLLAND ST","ROCHESTER","NY","Monroe",14605,NA,99999999,"URGENT CARE",4235800
"27805",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","822 CEDAR AVE","NIAGARA FALLS","NY","Niagara",14301,"3102311N",475030,"INSTITUTIONAL LTC",2821207
"27807",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","8226 MAIN ST","BUFFALO","NY","Erie",14221,NA,99999999,"NUTRITION",6335577
"27809",8888888888,"Excellus Health Plan, Inc.","823 STATE ROUTE 13","CORTLAND","NY","Cortland",13045,NA,2699338,"MH OUTPATIENT (NON-RESIDENTIAL)",7569913
"27811",8888888888,"Excellus Health Plan, Inc.","8240 CAZENOVIA RD","MANLIUS","NY","Onondaga",13104,NA,99999999,"URGENT CARE",6820909
"27813",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","826 WASHINGTON ST","WATERTOWN","NY","Jefferson",13601,NA,99999999,"EYE/VISION CENTER",7880022
"27815",8888888888,"Excellus Health Plan, Inc.","826 WASHINGTON ST","WATERTOWN","NY","Jefferson",13601,NA,99999999,"EYE/VISION CENTER",7880022
"27817",8888888888,"Excellus Health Plan, Inc.","827 BLACK RIVER BLVD N","ROME","NY","Oneida",13440,"00028912",3014275,"DURABLE MEDICAL EQUIPMENT",5717126
"27818",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","827 BLACK RIVER BLVD N","ROME","NY","Oneida",13440,"00028912",3014275,"DURABLE MEDICAL EQUIPMENT",5717126
"27821",8888888888,"Excellus Health Plan, Inc.","830 COUNTY ROAD 64","ELMIRA","NY","Chemung",14903,NA,99999999,"URGENT CARE",8462030
"27823",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","830 COUNTY ROAD 64","ELMIRA","NY","Chemung",14903,NA,99999999,"URGENT CARE",8462030
"27825",8888888888,"MVP Health Plan, Inc.","84 E STATE ST","GLOVERSVILLE","NY","Fulton",12078,"00000000",0,"URGENT CARE",7737710
"27826",8888888888,"Excellus Health Plan, Inc.","8400 OSWEGO RD","LIVERPOOL","NY","Onondaga",13090,NA,99999999,"AUDIOLOGIST",5461990
"27828",8888888888,"Excellus Health Plan, Inc.","847 COUNTY HIGHWAY 122","GLOVERSVILLE","NY","Fulton",12078,"1754301N",99999999,"INSTITUTIONAL LTC",7733400
"27829",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","847 COUNTY HIGHWAY 122","GLOVERSVILLE","NY","Fulton",12078,"1754301N",99999999,"INSTITUTIONAL LTC",7733400
"27832",8888888888,"Excellus Health Plan, Inc.","847 JAMES ST","SYRACUSE","NY","Onondaga",13203,"16071145",689712,"OMH PSYCH CTR/OASAS ASA INPATIENT",4745506
"27833",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","847 JAMES ST","SYRACUSE","NY","Onondaga",13203,"16071145",689712,"OMH PSYCH CTR/OASAS ASA INPATIENT",4745506
"27836",8888888888,"HealthNow of New York, Inc","86 BRIGGS ST","JOHNSTOWN","NY","Fulton",12095,"99999999",99999999,"LABORATORY",7364665
"27837",8888888888,"HealthNow of New York, Inc","86 S MAIN ST","FRANKLINVILLE","NY","Cattaraugus",14737,"99999999",99999999,"LABORATORY",6765080
"27838",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","860 CENTRAL AVE","DUNKIRK","NY","Chautauqua",14048,NA,99999999,"AUDIOLOGIST",3661181
"27840",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","875 BRIGHTON RD","TONAWANDA","NY","Erie",14150,NA,99999999,"EYE/VISION CENTER",8320296
"27842",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","880 E 2ND ST","JAMESTOWN","NY","Chautauqua",14701,NA,3004955,"CLINICAL SOCIAL WORKER",6611001
"27844",8888888888,"Excellus Health Plan, Inc.","89 GENESEE ST","ROCHESTER","NY","Monroe",14611,"1120L001",2938690,"HOME CARE - HOME HEALTH AIDE",3683440
"27846",8888888888,"Excellus Health Plan, Inc.","89 MONTCALM ST","TICONDEROGA","NY","Essex",12883,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",5854000
"27847",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","89 MONTCALM ST","TICONDEROGA","NY","Essex",12883,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",5854000
"27850",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","890 E 2ND ST","JAMESTOWN","NY","Chautauqua",14701,NA,3004955,"MH OUTPATIENT (NON-RESIDENTIAL)",6611001
"27852",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","899 MAIN ST","BUFFALO","NY","Erie",14203,"2701218R",99999999,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",8782700
"27854",8888888888,"Excellus Health Plan, Inc.","9 FOURTH ST","OSWEGO","NY","Oswego",13126,NA,1649605,"HCBS COMMUNITY PSYCHIATRIC SUPPORTS AND TREATMENT",3424088
"27856",8888888888,"Excellus Health Plan, Inc.","90 PRESIDENTIAL PLZ","SYRACUSE","NY","Onondaga",13202,"D0654590",99999999,"LABORATORY",4642545
"27857",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","90 PRESIDENTIAL PLZ","SYRACUSE","NY","Onondaga",13202,"D0654590",99999999,"LABORATORY",4642545
"27860",8888888888,"Excellus Health Plan, Inc.","90 PRESIDENTIAL PLZ","SYRACUSE","NY","Onondaga",13202,NA,1649605,"HCBS COMMUNITY PSYCHIATRIC SUPPORTS AND TREATMENT",6712964
"27862",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","900 CENTER ST","LEWISTON","NY","Niagara",14092,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",7542555
"27864",8888888888,"Excellus Health Plan, Inc.","900 HOLT RD","WEBSTER","NY","Monroe",14580,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",8724006
"27865",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","900 HOLT RD","WEBSTER","NY","Monroe",14580,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",8724006
"27868",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","909 LINCOLN AVE","LOCKPORT","NY","Niagara",14094,"3101307N",475443,"PHYSICAL THERAPY",4346361
"27870",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","91 CHENANGO BRIDGE RD","BINGHAMTON","NY","Broome",13901,NA,99999999,"URGENT CARE",6484151
"27871",8888888888,"Excellus Health Plan, Inc.","91 CHENANGO BRIDGE RD","BINGHAMTON","NY","Broome",13901,NA,99999999,"URGENT CARE",6484151
"27874",8888888888,"MVP Health Plan, Inc.","91 GRANT ST","BUFFALO","NY","Erie",14213,"00000000",0,"RADIOLOGIST ONCOLOGY",8812170
"27875",8888888888,"Excellus Health Plan, Inc.","91 MAIN ST","CANTON","NY","St. Lawrence",13617,NA,1312743,"MH OUTPATIENT (NON-RESIDENTIAL)",7143115
"27877",8888888888,"Excellus Health Plan, Inc.","91 MAIN ST","CANTON","NY","St. Lawrence",13617,"0832L001",2969620,"HOME CARE - HOME HEALTH AIDE",7143110
"27878",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","91 MAIN ST","CANTON","NY","St. Lawrence",13617,"0832L001",2969620,"HOME CARE - HOME HEALTH AIDE",7143110
"27881",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","91 MAIN ST","CANTON","NY","St. Lawrence",13617,"04420600",99999999,"NURSING",7143135
"27882",8888888888,"Excellus Health Plan, Inc.","91 MAIN ST","CANTON","NY","St. Lawrence",13617,"04420600",99999999,"NURSING",7143135
"27885",8888888888,"MVP Health Plan, Inc.","91 PERIMETER RD","ROME","NY","Oneida",13441,"00000000",0,"RADIOLOGY",3349729
"27886",8888888888,"Excellus Health Plan, Inc.","91 PERIMETER RD","ROME","NY","Oneida",13441,"15000024",99999999,"DURABLE MEDICAL EQUIPMENT",3368302
"27888",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","91 PERIMETER RD","ROME","NY","Oneida",13441,NA,99999999,"URGENT CARE",3372156
"27889",8888888888,"Excellus Health Plan, Inc.","91 PERIMETER RD","ROME","NY","Oneida",13441,NA,99999999,"URGENT CARE",3372156
"27892",8888888888,"Excellus Health Plan, Inc.","91 PLAZA BLVD","PLATTSBURGH","NY","Clinton",12901,"0901001H",99999999,"HEMODIALYSIS",5627075
"27894",8888888888,"Excellus Health Plan, Inc.","915 TRENTON FALLS ST","PROSPECT","NY","Oneida",13435,NA,99999999,"AMBULANCE",8962905
"27896",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","915 TRENTON FALLS ST","PROSPECT","NY","Oneida",13435,NA,99999999,"AMBULANCE",8962905
"27898",8888888888,"Excellus Health Plan, Inc.","918 JAMES ST","SYRACUSE","NY","Onondaga",13203,"3301329N",356390,"INSTITUTIONAL LTC",4741561
"27900",8888888888,"Excellus Health Plan, Inc.","919 WESTFALL RD","ROCHESTER","NY","Monroe",14618,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",4618407
"27901",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","919 WESTFALL RD","ROCHESTER","NY","Monroe",14618,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",4618407
"27904",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","920 CHERRY RIDGE BLVD","WEBSTER","NY","Monroe",14580,"2757301N",17402160,"PHYSICAL THERAPY",3421700
"27906",8888888888,"Excellus Health Plan, Inc.","920 CHERRY RIDGE BLVD","WEBSTER","NY","Monroe",14580,"2757301N",17402160,"PHYSICAL THERAPY",3421700
"27908",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","920 HARLEM RD","BUFFALO","NY","Erie",14224,NA,3796449,"ALCOHOLISM/SUBSTANCE ABUSE INPATIENT",8210391
"27910",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","920 HARLEM RD","BUFFALO","NY","Erie",14224,NA,3796449,"MH OUTPATIENT (NON-RESIDENTIAL)",8210391
"27912",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","922 SPENCER ST","SYRACUSE","NY","Onondaga",13204,NA,99999999,"DURABLE MEDICAL EQUIPMENT",7938945
"27913",8888888888,"Excellus Health Plan, Inc.","922 SPENCER ST","SYRACUSE","NY","Onondaga",13204,NA,99999999,"DURABLE MEDICAL EQUIPMENT",7938945
"27916",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","928 FRENCH RD","BUFFALO","NY","Erie",14227,NA,99999999,"DURABLE MEDICAL EQUIPMENT",6687800
"27918",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","936 DELAWARE AVE","BUFFALO","NY","Erie",14209,NA,99999999,"DURABLE MEDICAL EQUIPMENT",8827938
"27919",8888888888,"Excellus Health Plan, Inc.","936 DELAWARE AVE","BUFFALO","NY","Erie",14209,NA,99999999,"DURABLE MEDICAL EQUIPMENT",8827938
"27922",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","936 DELAWARE AVE","BUFFALO","NY","Erie",14209,NA,99999999,"HEMATOLOGY- CLINIC SPECIALTY",8962470
"27924",8888888888,"Excellus Health Plan, Inc.","945 E GENESEE ST","SYRACUSE","NY","Onondaga",13210,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4221455
"27926",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","945 E GENESEE ST","SYRACUSE","NY","Onondaga",13210,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4221455
"27928",8888888888,"Excellus Health Plan, Inc.","950 FLOYD AVE","ROME","NY","Oneida",13440,"3201311N",474575,"INSTITUTIONAL LTC",3365400
"27929",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","950 FLOYD AVE","ROME","NY","Oneida",13440,"3201311N",474575,"INSTITUTIONAL LTC",3365400
"27932",8888888888,"Excellus Health Plan, Inc.","9546 RIVER RD","MARCY","NY","Oneida",13403,NA,99999999,"HOSP DME/ORTHOTIC/PROSTH APPLNC VENDOR",7330765
"27934",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","959 BEACH RD","ANGOLA","NY","Erie",14006,NA,356538,"PRIVATE PSYCH & ASA INPATIENT",7833227
"27936",8888888888,"Excellus Health Plan, Inc.","973 EAST AVE","ROCHESTER","NY","Monroe",14607,NA,99999999,"ANESTHESIOLOGY",2441000
"27937",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","973 EAST AVE","ROCHESTER","NY","Monroe",14607,NA,99999999,"ANESTHESIOLOGY",2441000
"27940",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","980 W MAPLE CT","ELMA","NY","Erie",14059,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",6520870
"27942",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","99 6TH AVE","ILION","NY","Herkimer",13357,"2101301N",2994636,"INSTITUTIONAL LTC",8954050
"27943",8888888888,"Excellus Health Plan, Inc.","99 6TH AVE","ILION","NY","Herkimer",13357,"2101301N",2994636,"INSTITUTIONAL LTC",8954050
"27946",8888888888,"Excellus Health Plan, Inc.","99 6TH AVE","ILION","NY","Herkimer",13357,NA,99999999,"ADULT DAY HEALTH CARE",8954050
"27947",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","99 6TH AVE","ILION","NY","Herkimer",13357,NA,99999999,"ADULT DAY HEALTH CARE",8954050
"27950",8888888888,"Excellus Health Plan, Inc.","99 GLENWOOD DR","SARANAC LAKE","NY","Franklin",12983,"06051013",99999999,"PRIVATE PSYCH & ASA INPATIENT",8914135
"27951",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","99 GLENWOOD DR","SARANAC LAKE","NY","Franklin",12983,"06051013",99999999,"PRIVATE PSYCH & ASA INPATIENT",8914135
"27954",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","99 MAIN ST","DELHI","NY","Delaware",13753,NA,99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",7463166
"27956",8888888888,"Excellus Health Plan, Inc.","99 MAIN ST","DELHI","NY","Delaware",13753,NA,99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",7463166
"27958",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","99 W MAIN ST","GOUVERNEUR","NY","St. Lawrence",13642,NA,99999999,"PRIVATE PSYCH & ASA INPATIENT",3862186
"27960",8888888888,"Excellus Health Plan, Inc.","99 W MAIN ST","GOUVERNEUR","NY","St. Lawrence",13642,NA,99999999,"PRIVATE PSYCH & ASA INPATIENT",3862186
"27962",8888888888,"Excellus Health Plan, Inc.","ADIRONDACK MEDICAL CTR","LAKE PLACID","NY","Essex",12946,"1623001H",363213,"GENERAL HOSPITAL (ARTICLE 28)",5238300
"27963",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","ADIRONDACK MEDICAL CTR","LAKE PLACID","NY","Essex",12946,"1623001H",363213,"GENERAL HOSPITAL (ARTICLE 28)",5238300
"27966",8888888888,"MVP Health Plan, Inc.","ADIRONDACK RADIATION THERAPY 75 BEEKMAN","PLATTSBURGH","NY","Clinton",12901,"00000000",0,"RADIOLOGIST ONCOLOGY",5627120
"27967",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","CATHOLIC CHARITIES","BUFFALO","NY","Erie",14212,NA,675796,"GENERAL HOSPITAL (ARTICLE 28)",8359745
"27969",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","CATHOLIC CHARITIES","BUFFALO","NY","Erie",14212,NA,675796,"PRIVATE PSYCH & ASA INPATIENT",8359745
"27971",8888888888,"Excellus Health Plan, Inc.","CENTRAL PLAZA","ILION","NY","Herkimer",13357,"6288-450",2618459,"MH OUTPATIENT (NON-RESIDENTIAL)",5747000
"27973",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","CHILDREN'S CLINIC","NIAGARA FALLS","NY","Niagara",14301,NA,675796,"PRIVATE PSYCH & ASA INPATIENT",2050825
"27975",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","CLEARVIEW OUTPATIENT SVCS","NORTH TONAWANDA","NY","Niagara",14120,NA,99999999,"PRIVATE PSYCH & ASA INPATIENT",6943214
"27977",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","D/B/A/ BROOKS PHARMACY","HAMBURG","NY","Erie",14075,NA,99999999,"DURABLE MEDICAL EQUIPMENT",6272000
"27979",8888888888,"HealthNow of New York, Inc","DBA AKTIVE ORTHOTICS 6 KNAPP ST","SIDNEY","NY","Delaware",13838,"99999999",99999999,"HOSP DME/ORTHOTIC/PROSTH APPLNC VENDOR",4330829
"27980",8888888888,"HealthNow of New York, Inc","DBA COMMONS IMAGING CENTRE 1088 COMMONS","CORTLAND","NY","Cortland",13045,"11022118",1884091,"DIAGNOSTIC RADIOLOGY",7587770
"27981",8888888888,"MVP Health Plan, Inc.","DEPT 821 PO BOX 8000","BUFFALO","NY","Erie",14267,"00000000",0,"RADIOLOGIST ONCOLOGY",8710181
"27982",8888888888,"Excellus Health Plan, Inc.","DWYER HLTH CTR","MOIRA","NY","Franklin",12957,"1624000H",99999999,"HEMODIALYSIS",2384346
"27984",8888888888,"HealthNow of New York, Inc","EAST HILL PLAZA JUDD FALLS RD","ITHACA","NY","Tompkins",14850,"99999999",99999999,"DURABLE MEDICAL EQUIPMENT",2732035
"27985",8888888888,"Excellus Health Plan, Inc.","LAKE COLBY DR","SARANAC LAKE","NY","Franklin",12983,"09111020",99999999,"HEMODIALYSIS",8914141
"27987",8888888888,"Excellus Health Plan, Inc.","MAIN ST & PELON RD","INDIAN LAKE","NY","Hamilton",12842,"5660200R",99999999,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",6485707
"27989",8888888888,"HealthNow of New York, Inc","MEDICAL CENTERSNF/FISCAL SERVICE 04M 349","BUFFALO","NY","Erie",14215,"1801305N",99999999,"INSTITUTIONAL LTC",8623336
"27990",8888888888,"HealthNow of New York, Inc","MEDICAL CENTERSNF/FISCAL SERVICE 04M 349","BUFFALO","NY","Erie",14215,"1801305N",99999999,"NURSING HOME CARE SHORT TERM REHAB",8623336
"27991",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","MOUNT MORRIS CENTRAL SCHOOL","MOUNT MORRIS","NY","Livingston",14510,NA,99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",6583331
